timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped
1771173924,742609478341,1688416707160,9521115674,17058463178,0,6
1771173954,742624451448,1688436524539,9521341752,17058763428,0,6
1771173984,742639294227,1688456333755,9521565741,17059063680,0,6
1771174014,742654241596,1688476164925,9521791326,17059363805,0,6
1771174044,742669271222,1688495995708,9522018170,17059664186,0,6
1771174074,742684251096,1688515821814,9522244265,17059964566,0,6
1771174104,742699208368,1688535639286,9522469934,17060264880,0,6
1771174134,742714107730,1688555470462,9522694864,17060565073,0,6
1771174164,742728997824,1688575300393,9522919549,17060865449,0,6
1771174194,742743947944,1688595126792,9523145229,17061165831,0,6
1771174224,742771777174,1688730134152,9523548596,17063218091,0,6
1771174254,743157500949,1689277669197,9529223115,17068174895,0,6
1771174284,743443377115,1689831079063,9533984710,17072863764,0,6
1771174314,743469404711,1690011516218,9534417852,17074431842,0,6
1771174344,743469731252,1690011705371,9534422847,17074433982,0,6
1771174374,743469810760,1690011718985,9534423617,17074434096,0,6
1771174404,743469860621,1690011730529,9534424009,17074434188,0,6
1771174434,743469888940,1690011741572,9534424055,17074434278,0,6
1771174464,743469918162,1690011753242,9534424106,17074434371,0,6
1771174494,743469946691,1690011764632,9534424153,17074434464,0,6
1771174524,743470199448,1690082560518,9534427329,17074482057,0,6
1771174554,743471265641,1690410307064,9534442341,17074701587,0,6
1771174584,743471464619,1690418045087,9534444683,17074707293,0,6
1771174614,743471633378,1690424348100,9534446540,17074711953,0,6
1771174645,743482471418,1690442923770,9534610045,17074993387,0,6
1771174675,743495827558,1690462737186,9534811624,17075293511,0,6
1771174705,743509148210,1690482563775,9535012618,17075593829,0,6
1771174735,743522419216,1690502389341,9535212955,17075894141,0,6
1771174765,743535748030,1690522208697,9535414026,17076194342,0,6
1771174795,743549241469,1690542035820,9535617603,17076494669,0,6
1771174825,743562941866,1690561857629,9535824430,17076794858,0,6
1771174855,743576830153,1690581680792,9536034055,17077095247,0,6
1771174885,743590947704,1690601511104,9536247182,17077395499,0,6
1771174915,743605013478,1690621337300,9536459573,17077695878,0,6
1771174945,743619218008,1690641163217,9536674010,17077996192,0,6
1771174975,743633410755,1690660989884,9536888293,17078296511,0,6
1771175005,743639118304,1690749091283,9536974154,17079757546,0,6
1771175035,743639150633,1690862193140,9536974210,17081641172,0,6
1771175065,743639184586,1690862205899,9536974273,17081641278,0,6
1771175095,743639221485,1690862219726,9536974336,17081641390,0,6
1771175125,743639249221,1690862230594,9536974382,17081641479,0,6
